Topic,Country,name,Score
robotics,ca,University of Toronto,14.6
robotics,ca,Simon Fraser University,10.8
robotics,ca,McGill University,7.7
robotics,ca,University of Alberta,7.0
robotics,ca,Université Laval,3.9
robotics,ca,University of Montreal,3.6
robotics,ca,University of Waterloo,2.1
robotics,ca,Memorial University of Newfoundland,1.9
robotics,ca,University of British Columbia,1.8
robotics,ca,University of Manitoba,1.8
robotics,ca,University of Ottawa,1.8
robotics,ca,York University,1.7
robotics,ca,Concordia University,1.3
robotics,ca,Toronto Metropolitan University,1.3
robotics,ca,Université du Québec à Montréal,1.3
robotics,ca,University of Victoria,1.2
robotics,uk,University of Edinburgh,29.4
robotics,uk,Imperial College London,14.0
robotics,uk,University of Surrey,9.3
robotics,uk,University College London,8.0
robotics,uk,University of Oxford,6.3
robotics,uk,University of Liverpool,5.6
robotics,uk,University of Cambridge,3.9
robotics,uk,University of Birmingham,3.8
robotics,uk,University of Bristol,3.7
robotics,uk,University of Leeds,3.6
robotics,uk,University of Southampton,3.1
robotics,uk,University of Essex,2.8
robotics,uk,King's College London,2.7
robotics,uk,University of Sheffield,2.4
robotics,uk,Queen's University Belfast,2.0
robotics,uk,Royal Holloway University of London,2.0
robotics,uk,University of Glasgow,2.0
robotics,uk,University of Bath,1.8
robotics,uk,Heriot-Watt University,1.5
robotics,uk,Queen Mary University of London,1.5
robotics,uk,University of Aberdeen,1.5
robotics,uk,University of Warwick,1.5
robotics,uk,Aberystwyth University,1.3
robotics,uk,University of Nottingham,1.3
robotics,uk,Brunel University London,1.2
robotics,uk,Cardiff University,1.2
robotics,uk,Lancaster University,1.2
robotics,uk,Open University UK,1.1
robotics,uk,University of Strathclyde,1.1
robotics,au,Queensland University of Technology,16.4
robotics,au,Australian National University,10.1
robotics,au,University of Sydney,6.6
robotics,au,University of Adelaide,3.7
robotics,au,University of Western Australia,2.4
robotics,au,University of Queensland,1.9
robotics,au,University of Technology Sydney,1.8
robotics,au,UNSW,1.3
robotics,au,RMIT University,1.2
robotics,au,University of Melbourne,1.2
robotics,de,TU Munich,48.3
robotics,de,Karlsruhe Institute of Technology,24.2
robotics,de,University of Bonn,16.0
robotics,de,TU Berlin,15.9
robotics,de,TU Darmstadt,14.3
robotics,de,University of Bremen,7.9
robotics,de,University of Hamburg,7.8
robotics,de,University of Tübingen,6.8
robotics,de,RWTH Aachen University,5.5
robotics,de,TU Chemnitz,5.1
robotics,de,Max Planck Society,4.3
robotics,de,University of Freiburg,4.2
robotics,de,University of Lübeck,3.9
robotics,de,University of Stuttgart,3.6
robotics,de,University of Würzburg,3.4
robotics,de,TU Kaiserslautern,3.0
robotics,de,University of Mainz,2.8
robotics,de,TU Ilmenau,2.6
robotics,de,TU Braunschweig,2.5
robotics,de,University of Hannover,2.5
robotics,de,University of Osnabrück,2.4
robotics,de,Bielefeld University,2.2
robotics,de,Jacobs University Bremen,2.2
robotics,de,THWS,2.2
robotics,de,TU Dresden,1.9
robotics,de,Freie Universitaet Berlin,1.8
robotics,de,Hamburg University of Technology,1.8
robotics,de,Ruhr-University Bochum,1.5
robotics,de,University of Bayreuth,1.5
robotics,de,University of Ulm,1.5
graph,us,Carnegie Mellon University,17.5
graph,us,Stanford University,11.7
graph,us,Univ. of California - San Diego,10.5
graph,us,Massachusetts Institute of Technology,10.2
graph,us,New York University,9.6
graph,us,Univ. of California - Santa Barbara,7.4
graph,us,University of Utah,7.3
graph,us,Texas A&M University,6.5
graph,us,Univ. of California - Los Angeles,5.8
graph,us,Georgia Institute of Technology,5.4
graph,us,Princeton University,5.2
graph,us,George Mason University,4.9
graph,us,Cornell University,4.8
graph,us,University of Maryland - College Park,4.7
graph,us,Univ. of California - Irvine,4.4
graph,us,University of Washington,4.4
graph,us,University of Texas at Austin,3.5
graph,us,Univ. of California - Davis,3.4
graph,us,Brown University,3.3
graph,us,Dartmouth College,3.2
graph,us,Univ. of California - Berkeley,3.0
graph,us,University of Southern California,2.9
graph,us,Columbia University,2.6
graph,us,Purdue University,2.5
graph,us,University of Chicago,2.5
graph,us,University of Wisconsin - Madison,2.5
graph,us,Washington University in St. Louis,2.5
graph,us,Yale University,2.4
graph,us,College of William and Mary,2.3
graph,us,University of North Carolina,2.3
graph,us,University of Pennsylvania,2.3
graph,ca,University of Toronto,11.0
graph,ca,University of Waterloo,8.7
graph,ca,Simon Fraser University,8.0
graph,ca,University of British Columbia,5.5
graph,ca,McGill University,4.4
graph,ca,University of Victoria,3.6
graph,ca,University of Montreal,3.3
graph,ca,Concordia University,2.0
graph,ca,Carleton University,1.9
graph,ca,University of Guelph,1.7
graph,ca,University of Calgary,1.2
graph,ca,Université Laval,1.2
graph,ca,ETS Montreal,1.1
graph,ca,University of Manitoba,1.1
graph,uk,University College London,8.2
graph,uk,University of Edinburgh,6.8
graph,uk,Cardiff University,3.6
graph,uk,University of Cambridge,3.2
graph,uk,University of Leeds,2.2
graph,uk,University of Bath,2.0
graph,uk,University of Surrey,2.0
graph,uk,Imperial College London,1.2
graph,uk,University of Birmingham,1.2
graph,uk,Queen Mary University of London,1.1
graph,au,University of Technology Sydney,2.0
graph,au,Australian National University,1.3
graph,au,Monash University,1.1
graph,au,UNSW,1.1
graph,de,Max Planck Society,12.3
graph,de,University of Osnabrück,4.8
graph,de,TU Berlin,4.1
graph,de,TU Munich,3.6
graph,de,Saarland University,3.0
graph,de,University of Tübingen,2.3
graph,de,RWTH Aachen University,2.0
graph,de,University of Erlangen–Nuremberg,1.9
graph,de,University of Siegen,1.7
graph,de,University of Bonn,1.6
graph,de,Karlsruhe Institute of Technology,1.5
graph,de,TU Dortmund,1.5
graph,de,TU Darmstadt,1.4
graph,de,University of Hamburg,1.4
graph,de,University of Konstanz,1.4
graph,de,University of Stuttgart,1.3
graph,de,TU Braunschweig,1.2
graph,de,University of Freiburg,1.2
